F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,eyeDetection,AF_PCA_Component
4052.82,4285.13,4155.38,4369.23,4646.67,4100.0,4649.74,4221.54,4230.26,4206.15,4292.82,4598.97,0,0.9140076221142347
4042.56,4287.69,4158.46,4364.62,4642.05,4091.79,4645.64,4206.67,4217.44,4205.13,4290.77,4594.36,0,0.07625680562786816
4045.64,4294.36,4161.03,4369.74,4642.05,4089.23,4635.9,4206.15,4217.95,4204.62,4294.87,4596.92,0,0.5716978045573655
4040.51,4280.0,4155.9,4366.67,4646.67,4092.31,4646.15,4215.38,4223.08,4208.72,4287.18,4599.49,0,0.07493699254211661
4034.87,4281.03,4154.36,4363.08,4647.69,4091.28,4646.15,4211.79,4227.18,4205.64,4284.1,4602.56,0,-0.5346659263277777
4031.79,4272.82,4152.82,4364.62,4647.18,4095.38,4649.74,4221.03,4231.28,4202.05,4280.51,4596.92,0,-0.6301999912943472
4032.82,4268.21,4154.87,4362.56,4643.59,4095.38,4648.72,4207.69,4226.67,4196.41,4278.46,4593.33,0,-0.7063351419295125
4033.33,4271.28,4152.82,4366.15,4638.97,4093.85,4636.92,4190.77,4216.92,4195.38,4276.92,4593.33,0,-0.7823823214324999
4030.26,4267.18,4154.36,4368.21,4642.05,4097.95,4638.97,4203.08,4210.77,4192.31,4271.28,4588.21,0,-0.9921808452992413
4028.72,4260.51,4143.08,4359.49,4631.79,4091.79,4636.41,4194.87,4210.26,4193.85,4272.82,4588.72,0,-0.8393281451506763
4028.21,4261.03,4134.87,4358.46,4634.36,4090.77,4643.59,4205.13,4215.9,4196.92,4278.46,4590.26,0,-0.6673740892173344
4048.21,4282.05,4156.41,4370.26,4643.59,4097.44,4650.77,4214.87,4235.9,4221.54,4288.21,4611.28,0,0.5721713053683826
4060.51,4268.21,4167.18,4367.18,4641.54,4079.49,4645.13,4193.85,4221.03,4183.59,4267.69,4561.03,0,-2.2113848334264876
4057.95,4269.74,4166.15,4366.15,4641.03,4082.05,4646.15,4194.87,4212.82,4182.05,4269.23,4561.54,0,-2.496939337357099
4055.38,4272.82,4167.69,4362.56,4634.87,4080.0,4631.79,4180.51,4206.15,4173.33,4261.54,4554.87,0,-2.4785817548873155
4054.87,4277.44,4167.69,4362.56,4641.03,4075.9,4637.44,4192.31,4217.44,4186.67,4270.26,4564.62,0,-2.0014040081878797
4049.74,4262.56,4165.64,4369.23,4635.9,4074.87,4627.18,4180.51,4210.26,4178.97,4256.41,4560.51,0,-2.801689527312176
4044.62,4251.79,4151.28,4359.49,4636.92,4077.44,4637.95,4199.49,4214.36,4176.41,4263.59,4551.79,0,-2.7456989139359846
4046.15,4258.46,4153.85,4366.67,4633.85,4074.36,4638.46,4198.46,4220.51,4181.54,4271.79,4562.05,0,-2.078771000776619
4047.18,4263.08,4150.26,4368.72,4643.59,4082.05,4633.33,4189.23,4213.85,4184.1,4268.72,4561.03,0,-1.8104365676019047
4045.64,4263.59,4152.31,4363.59,4641.03,4084.62,4637.95,4193.33,4218.46,4186.67,4269.74,4564.62,0,-1.4866647842741423
4046.15,4260.0,4149.23,4366.15,4638.46,4082.05,4638.46,4194.36,4214.87,4189.23,4267.69,4567.18,0,-1.6389496533720698
4046.67,4252.82,4143.08,4369.23,4645.13,4083.59,4636.92,4192.31,4208.21,4186.15,4263.08,4562.05,0,-1.8677469940638474
4048.72,4261.54,4148.72,4364.62,4637.95,4085.64,4641.54,4206.67,4231.28,4202.05,4273.33,4579.49,0,-1.1242186381783859
4044.1,4263.59,4142.56,4365.64,4637.44,4088.72,4643.08,4197.95,4226.67,4200.0,4270.26,4581.03,0,-0.9534900650910735
4043.08,4260.0,4137.44,4364.62,4634.87,4081.54,4626.15,4179.49,4216.41,4186.15,4264.62,4565.64,0,-1.810713199213459
4019.49,4247.18,4134.87,4361.54,4636.92,4084.62,4628.72,4193.85,4211.28,4179.49,4251.28,4550.77,0,-2.5751608509406254
4025.64,4255.9,4133.85,4362.05,4634.87,4076.92,4629.74,4196.41,4225.64,4201.03,4261.03,4591.79,0,-0.6121354578762238
4023.08,4260.0,4135.38,4357.95,4634.36,4072.82,4631.28,4197.95,4231.79,4210.26,4273.33,4614.36,0,0.17027418830925703
4008.21,4266.67,4134.87,4359.49,4640.0,4083.59,4641.54,4206.67,4237.44,4220.0,4283.59,4624.62,0,0.6847203631713342
4006.67,4279.49,4134.87,4364.62,4646.15,4093.33,4650.77,4220.0,4250.26,4237.44,4296.92,4642.56,0,1.8664736217640725
4008.21,4282.56,4135.38,4361.03,4646.67,4092.31,4650.26,4220.0,4255.9,4237.95,4300.0,4647.18,0,1.9623887069145138
4001.54,4272.82,4133.85,4358.97,4641.03,4088.21,4644.1,4206.15,4244.1,4224.62,4289.23,4636.92,0,1.2188521423089655
4001.03,4269.23,4134.36,4365.13,4637.95,4085.13,4637.95,4202.56,4237.95,4225.13,4287.18,4634.36,0,1.275601096827713
4002.05,4271.28,4135.9,4365.13,4641.03,4087.18,4635.38,4202.05,4242.56,4230.26,4292.31,4635.38,0,1.409155571992038
4000.51,4269.23,4135.9,4359.49,4641.03,4088.21,4631.28,4193.33,4240.51,4224.1,4288.72,4631.28,0,1.0280670030948906
4000.0,4271.28,4134.36,4357.44,4631.79,4084.62,4627.69,4189.23,4229.74,4217.95,4285.64,4624.1,0,0.9707483679129291
4001.03,4277.44,4133.33,4359.49,4630.77,4087.18,4636.92,4201.03,4228.72,4222.56,4290.77,4625.64,0,1.1232218974901649
4003.59,4276.41,4135.38,4358.46,4635.38,4089.74,4643.59,4206.67,4235.9,4223.59,4292.31,4632.31,0,0.7800657676585614
4004.62,4273.33,4136.41,4354.87,4630.77,4084.62,4632.82,4196.41,4232.82,4220.51,4289.23,4630.77,0,0.703924257915886
3998.46,4277.44,4129.74,4351.28,4629.23,4085.64,4629.23,4196.41,4230.26,4221.54,4293.85,4631.28,0,1.3135335358932905
3993.85,4282.05,4128.72,4350.26,4632.31,4090.77,4641.03,4205.64,4235.38,4226.67,4300.51,4636.41,0,1.637676281072295
3998.46,4277.95,4134.87,4355.38,4630.26,4085.64,4643.08,4200.0,4234.36,4228.21,4296.92,4634.87,0,1.2190344436808653
4002.56,4267.18,4136.41,4358.97,4629.23,4078.46,4634.36,4189.74,4230.26,4222.05,4290.26,4630.26,0,0.723031972808207
4003.08,4266.67,4133.85,4358.97,4632.31,4082.56,4635.38,4196.92,4235.38,4221.54,4290.77,4633.33,0,0.8753086331860137
4004.1,4276.92,4135.38,4360.0,4632.82,4087.69,4640.0,4203.59,4241.03,4225.64,4292.31,4638.46,0,1.1610600063160206
4003.59,4273.85,4139.49,4360.0,4631.79,4085.64,4637.44,4201.03,4236.41,4224.1,4291.28,4636.41,0,0.589856668215177
4000.0,4261.03,4134.36,4355.38,4632.31,4084.1,4637.44,4201.54,4231.28,4217.95,4290.77,4627.69,0,-0.1542477274410089
3997.44,4262.56,4124.62,4355.9,4633.33,4090.26,4645.13,4208.72,4231.79,4219.49,4290.77,4625.64,0,0.3596287667578202
4003.08,4265.64,4132.31,4356.41,4630.77,4087.18,4649.23,4217.95,4247.69,4223.59,4287.18,4632.82,0,0.4748420768925015
4000.51,4266.15,4130.26,4356.41,4628.72,4088.21,4640.0,4206.67,4241.54,4219.49,4287.69,4628.21,0,0.4555438519082616
3998.97,4266.15,4124.1,4354.87,4630.77,4094.36,4642.56,4208.21,4238.97,4218.46,4288.72,4629.23,0,0.8556394463505316
3992.82,4260.0,4118.97,4346.15,4628.72,4092.31,4647.69,4210.77,4240.0,4216.41,4284.1,4626.15,0,0.3218931968917056
3990.77,4257.44,4116.41,4346.67,4627.18,4088.21,4640.51,4200.0,4233.33,4215.9,4280.51,4622.56,0,0.18824439148769237
3999.49,4263.59,4123.08,4355.38,4629.23,4084.62,4631.28,4193.33,4229.74,4222.05,4288.21,4626.67,0,0.9891939215148567
4001.54,4267.18,4127.69,4353.85,4629.74,4077.95,4632.82,4198.97,4233.85,4224.1,4295.9,4628.72,0,1.104208512837566
3995.38,4264.1,4123.08,4346.67,4626.15,4075.9,4637.95,4197.95,4233.33,4218.97,4292.82,4625.64,0,0.6657069785187014
3997.44,4265.13,4122.05,4347.69,4625.13,4077.44,4637.44,4192.31,4229.23,4219.49,4289.74,4624.62,0,0.9129562319199842
4002.56,4269.74,4129.23,4352.31,4629.23,4077.95,4634.36,4192.82,4227.69,4218.97,4290.26,4624.1,0,1.237383817430596
4003.08,4266.15,4132.31,4349.74,4628.72,4078.97,4632.82,4201.03,4229.74,4214.36,4288.21,4625.13,0,1.1419522914237337
4003.59,4264.1,4128.72,4349.23,4627.69,4082.05,4634.36,4204.62,4232.82,4215.38,4286.15,4628.72,0,1.2183704327779632
4005.64,4275.38,4133.85,4354.87,4631.28,4083.59,4637.44,4198.46,4235.38,4222.05,4291.28,4633.33,0,1.4854875918266324
4006.15,4280.51,4140.51,4354.87,4632.31,4082.05,4638.97,4197.95,4237.44,4225.13,4295.38,4633.33,0,1.4479343233323838
4000.0,4268.21,4131.28,4345.13,4628.21,4082.05,4639.49,4200.0,4233.85,4221.54,4292.31,4626.15,0,1.0656202715891392
3991.28,4261.54,4117.95,4342.56,4627.69,4084.1,4635.38,4194.36,4227.69,4215.38,4291.79,4621.03,0,0.5310213507480347
3991.79,4266.67,4123.59,4353.33,4631.79,4083.59,4632.31,4195.9,4230.77,4210.77,4288.72,4623.08,0,0.36019844742103435
4001.03,4266.67,4136.92,4355.9,4630.77,4082.05,4633.85,4202.56,4233.85,4209.74,4278.97,4620.51,0,0.4746515668005825
4002.56,4258.97,4135.38,4347.18,4628.21,4082.05,4634.36,4194.87,4222.56,4208.21,4275.38,4615.38,0,0.3412793930080896
3996.41,4258.97,4127.18,4345.13,4628.21,4082.05,4632.31,4191.79,4218.46,4208.72,4280.51,4617.95,0,0.37892699174206007
3994.87,4264.62,4126.15,4351.79,4630.26,4080.51,4636.41,4204.62,4231.28,4216.41,4284.62,4624.62,0,0.4360551168321027
3995.9,4258.46,4126.15,4351.28,4632.82,4075.9,4639.49,4202.05,4237.44,4218.46,4283.08,4623.59,0,-0.13589835369131226
3992.82,4251.28,4125.64,4346.15,4630.77,4071.28,4632.82,4189.23,4230.26,4210.26,4280.51,4617.95,0,-0.5363731187048774
3990.26,4260.0,4130.77,4348.72,4629.74,4076.92,4632.82,4198.46,4230.77,4210.77,4286.67,4623.59,0,0.28264094474041024
3994.87,4268.72,4135.9,4351.28,4632.31,4081.54,4638.46,4210.77,4242.56,4225.13,4295.9,4635.9,0,1.045658035701997
3995.9,4262.56,4131.28,4347.69,4633.33,4078.46,4637.95,4208.21,4247.18,4229.74,4296.92,4633.85,0,0.8936662156557973
3994.36,4265.64,4128.72,4347.69,4631.28,4078.46,4635.9,4204.1,4242.56,4223.08,4295.9,4624.62,0,0.9703691973416338
3994.36,4278.97,4135.38,4347.18,4631.28,4082.56,4637.44,4200.0,4235.9,4218.46,4298.97,4625.64,0,1.275601096827713
3990.26,4272.82,4135.38,4342.05,4629.74,4082.56,4636.92,4192.82,4230.26,4215.9,4296.92,4625.64,0,1.0849184965733791
3990.77,4261.54,4130.26,4342.56,4625.64,4081.03,4635.38,4200.51,4231.79,4216.92,4293.33,4623.59,0,0.9318752863329289
4000.0,4269.23,4134.87,4350.77,4627.69,4081.54,4641.03,4216.92,4244.62,4222.56,4296.41,4630.26,0,1.2368223454874008
4007.18,4280.51,4143.59,4354.87,4631.28,4080.51,4643.59,4214.36,4253.33,4227.18,4298.97,4637.44,0,1.4473728513892226
4005.64,4279.49,4140.0,4354.87,4634.36,4080.51,4637.95,4201.54,4247.69,4221.03,4294.87,4631.79,0,1.3143798481680926
4002.56,4278.97,4136.92,4355.38,4638.97,4081.03,4634.87,4201.54,4242.05,4214.87,4295.38,4624.62,0,1.2564054108032479
3998.46,4282.05,4139.49,4352.82,4638.97,4081.03,4639.49,4210.26,4240.0,4215.38,4301.03,4621.54,0,0.9327298073277164
3992.31,4274.36,4136.41,4348.21,4632.82,4083.08,4637.95,4207.18,4234.87,4210.77,4295.9,4614.87,0,0.22740231339929962
3992.82,4265.64,4135.38,4348.72,4629.23,4081.54,4631.28,4200.0,4233.85,4205.64,4284.62,4614.36,0,0.28396896654621484
3998.97,4269.74,4139.49,4355.38,4635.38,4075.9,4636.92,4212.31,4242.05,4216.92,4287.18,4627.69,0,0.9131467420118694
3998.97,4271.79,4139.49,4355.38,4638.46,4076.41,4645.64,4220.0,4247.18,4225.13,4293.33,4632.82,0,0.6459416118310221
3996.92,4264.62,4137.95,4351.79,4634.36,4079.49,4643.59,4211.79,4247.69,4220.51,4287.69,4630.26,0,0.37865036013053976
4002.05,4265.64,4140.0,4357.44,4637.44,4083.08,4641.54,4211.79,4249.23,4222.56,4287.18,4633.85,0,0.932254456904224
4002.05,4269.23,4140.0,4362.05,4644.1,4087.18,4643.59,4210.77,4242.05,4222.56,4289.23,4630.26,0,0.8179038764844171
3998.97,4264.62,4141.03,4357.44,4637.44,4081.03,4633.85,4196.41,4230.26,4212.31,4282.05,4620.51,0,0.2078274568035394
4003.08,4268.72,4147.69,4354.87,4628.72,4070.77,4621.54,4191.28,4233.33,4212.31,4281.03,4623.08,0,0.8753086331860137
4008.21,4279.49,4152.82,4360.51,4629.23,4070.77,4623.59,4205.13,4240.51,4221.54,4295.38,4634.87,0,1.9803589100929155
4006.67,4280.0,4153.85,4360.51,4633.33,4074.36,4634.36,4213.85,4240.0,4225.64,4302.56,4637.95,0,1.9241714275173294
4007.69,4278.46,4153.33,4357.44,4636.92,4077.95,4641.54,4212.82,4241.54,4225.13,4297.95,4634.87,0,1.5050706571424792
4006.67,4281.54,4155.38,4356.92,4636.92,4081.54,4638.46,4208.21,4244.1,4220.51,4295.9,4634.87,0,1.6762645223206882
4002.56,4280.51,4153.33,4354.87,4631.79,4080.51,4636.41,4207.69,4241.54,4218.46,4296.92,4633.85,0,1.8093454966740299
4005.13,4278.97,4143.59,4350.77,4630.77,4081.54,4638.97,4208.72,4239.49,4224.1,4296.92,4629.74,0,1.4667590475056405
4004.62,4280.51,4140.51,4350.26,4634.36,4087.69,4638.97,4201.03,4236.41,4220.51,4294.87,4626.67,0,1.2762651077306153
4002.05,4277.44,4150.26,4352.82,4633.33,4088.21,4633.33,4195.9,4231.79,4213.85,4290.26,4627.69,0,1.3717928135897421
4006.67,4273.85,4155.38,4352.31,4631.79,4082.05,4624.1,4196.41,4233.85,4217.44,4287.18,4624.62,0,1.314576717367488
4003.08,4274.36,4148.72,4350.77,4631.79,4081.54,4621.03,4196.41,4232.31,4216.92,4287.18,4618.46,0,1.048029238982033
3992.82,4271.79,4141.54,4349.23,4631.28,4083.59,4625.64,4195.38,4221.03,4207.69,4285.13,4618.97,0,0.6660943578100833
3989.74,4265.64,4135.9,4345.64,4626.67,4081.03,4630.77,4195.38,4218.46,4205.13,4282.56,4616.92,0,0.30373433323389404
3992.82,4262.56,4133.85,4344.62,4622.56,4082.05,4631.28,4202.05,4224.62,4208.21,4281.54,4611.28,0,0.15107850228479203
3991.28,4263.59,4138.97,4347.18,4624.1,4085.64,4634.36,4207.18,4226.15,4209.74,4282.05,4613.85,0,0.24613906644041217
3988.21,4264.1,4134.36,4347.18,4629.74,4085.13,4636.92,4201.03,4223.08,4213.33,4281.03,4621.03,0,0.22702314282800443
3985.64,4259.49,4122.05,4344.1,4631.28,4079.49,4633.85,4197.95,4229.23,4213.85,4278.97,4621.03,0,-0.09731011244288545
3983.59,4255.38,4117.44,4341.54,4628.72,4077.95,4629.74,4203.59,4235.38,4216.92,4282.05,4619.49,0,-0.17345162218552695
3985.64,4258.97,4121.54,4343.59,4630.26,4084.62,4628.21,4202.05,4233.33,4226.15,4287.18,4626.15,0,0.3026031806275525
3991.28,4265.13,4123.08,4348.21,4631.79,4086.67,4627.69,4193.33,4233.33,4229.23,4294.36,4632.82,0,1.1038293422662708
3994.36,4266.15,4122.05,4348.72,4630.26,4081.54,4626.15,4193.33,4235.38,4223.59,4298.46,4630.77,0,1.3140006775967636
3989.74,4264.1,4120.51,4345.64,4628.72,4080.51,4628.21,4198.46,4231.28,4220.51,4292.82,4623.59,0,0.8186622176270074
3986.15,4266.67,4119.49,4347.18,4632.31,4085.64,4636.92,4205.64,4229.23,4221.03,4289.23,4619.49,0,0.723507323231733
3990.77,4268.72,4121.54,4351.79,4636.92,4089.23,4640.51,4210.26,4234.87,4218.97,4292.82,4621.03,0,1.1996482475644474
3994.36,4266.67,4120.51,4350.77,4635.9,4088.72,4637.95,4210.26,4238.97,4216.92,4290.77,4622.56,0,1.4283594667365898
3996.41,4267.69,4125.13,4350.77,4631.79,4085.13,4634.87,4203.59,4237.95,4214.36,4287.18,4620.51,0,1.3337724033919867
3998.97,4273.33,4133.85,4352.82,4630.77,4083.59,4631.28,4194.36,4233.85,4213.85,4293.85,4617.95,0,1.295657662954577
4001.03,4276.92,4129.74,4353.33,4632.31,4085.64,4628.21,4197.95,4233.33,4219.49,4298.97,4620.0,0,1.3333932328206914
4000.51,4278.46,4121.54,4350.77,4632.31,4088.21,4629.74,4205.64,4242.05,4225.64,4297.44,4624.1,0,1.4097252526552522
3995.9,4278.46,4122.56,4348.72,4631.28,4088.21,4632.31,4206.15,4243.59,4227.18,4296.92,4625.64,0,0.9522166927913325
3994.87,4275.38,4125.13,4348.72,4630.77,4087.69,4630.26,4198.97,4232.82,4219.49,4291.79,4620.0,0,0.4947961040595569
3998.46,4272.31,4122.05,4347.18,4628.21,4089.74,4626.67,4197.44,4227.18,4213.33,4283.08,4613.85,0,0.6471753033971386
3996.41,4268.72,4122.56,4347.18,4630.77,4094.36,4631.79,4208.21,4235.9,4216.41,4284.1,4615.38,0,0.7990791523111942
3989.74,4263.59,4123.08,4349.23,4638.97,4096.92,4640.51,4210.77,4243.59,4220.51,4289.23,4618.46,0,0.5890039968328985
3991.79,4263.08,4121.54,4349.23,4640.0,4092.31,4637.95,4203.08,4241.54,4216.92,4286.15,4620.0,0,0.4557325123876378
3998.46,4265.13,4126.67,4349.23,4631.79,4084.62,4629.23,4198.46,4233.85,4210.77,4282.56,4617.95,0,0.32331739854974106
3999.49,4266.15,4130.26,4349.23,4627.18,4083.08,4628.72,4200.51,4230.77,4208.72,4282.56,4612.31,0,0.30421604276496417
4003.08,4274.36,4132.31,4352.82,4630.77,4087.69,4631.28,4201.54,4235.38,4210.77,4285.13,4614.36,0,0.8755934735176208
4005.13,4282.05,4134.36,4352.82,4632.82,4089.23,4628.72,4200.51,4235.9,4213.33,4290.26,4622.56,0,1.2757833981996127
3996.92,4272.82,4129.74,4348.21,4629.23,4088.21,4628.21,4197.44,4230.26,4210.77,4289.74,4617.95,0,0.7043977587268693
3992.31,4260.0,4122.56,4348.21,4631.79,4092.31,4634.87,4199.49,4230.77,4206.67,4284.1,4608.72,0,0.16998934797764995
3997.95,4266.67,4124.1,4355.9,4640.51,4097.95,4641.54,4210.77,4241.54,4211.28,4287.69,4614.87,0,0.6840563522684319
4000.51,4280.0,4130.26,4357.95,4640.51,4094.87,4641.03,4212.31,4247.69,4222.05,4298.46,4625.64,0,1.4851084212553711
3993.85,4277.95,4130.26,4349.74,4631.79,4087.69,4636.92,4203.59,4241.54,4225.64,4296.92,4625.13,0,1.3710408315546283
3991.28,4267.18,4127.18,4344.62,4627.69,4083.08,4636.41,4204.1,4236.41,4217.95,4289.74,4617.44,0,0.7607675426743215
3991.79,4264.1,4125.13,4345.64,4631.79,4083.59,4637.95,4208.21,4237.95,4211.79,4283.59,4613.33,0,0.5124814669063852
3992.82,4266.67,4124.1,4347.18,4634.36,4082.05,4632.82,4201.03,4238.46,4212.82,4280.0,4617.95,0,0.550881047675402
3993.85,4265.64,4123.59,4346.67,4626.15,4075.38,4621.54,4190.77,4234.36,4211.28,4281.54,4621.03,0,0.5317796918906251
3992.31,4260.51,4122.05,4343.08,4620.0,4073.33,4618.46,4191.79,4231.28,4205.64,4279.49,4615.9,0,0.3791175018339791
3992.31,4260.0,4122.56,4343.08,4623.59,4081.54,4625.64,4193.85,4229.23,4201.54,4275.9,4606.15,0,0.1886235620589876
3995.38,4263.59,4125.13,4346.15,4626.67,4086.67,4631.28,4196.92,4225.64,4203.08,4276.92,4605.64,0,0.056112268368893756
3994.87,4264.62,4123.08,4345.64,4626.15,4087.69,4634.36,4205.64,4224.62,4206.15,4280.51,4610.77,0,0.05554258770567955
3990.26,4261.54,4119.49,4343.08,4629.74,4087.69,4635.9,4208.21,4232.31,4206.67,4282.56,4610.26,0,0.0545873773636263
3990.26,4257.95,4118.97,4343.08,4631.79,4084.62,4632.31,4203.59,4238.46,4208.72,4281.03,4610.26,0,0.01619600531466234
3993.33,4258.46,4121.03,4343.59,4627.18,4081.54,4625.64,4194.36,4236.92,4209.74,4277.95,4611.79,0,-0.0020590381953800776
3991.28,4258.97,4122.05,4341.54,4625.64,4080.0,4625.64,4191.79,4231.79,4206.67,4276.92,4609.74,0,0.035865192150110685
3992.31,4261.03,4122.05,4344.1,4628.72,4080.0,4636.92,4209.74,4236.41,4211.28,4284.1,4616.41,0,0.4546893309134402
4001.54,4265.13,4125.64,4349.74,4627.18,4078.46,4642.05,4222.56,4249.23,4224.62,4291.28,4631.79,0,1.1795916814376173
4005.64,4265.13,4127.69,4351.28,4623.08,4076.92,4628.21,4207.18,4253.33,4224.62,4285.64,4630.26,0,1.3138101675048446
4000.0,4262.05,4125.64,4348.72,4623.59,4076.92,4621.03,4193.33,4241.54,4212.31,4277.44,4618.46,0,0.6278770784128986
3996.92,4263.08,4125.64,4346.67,4626.67,4078.46,4629.74,4199.49,4231.28,4205.64,4277.95,4617.44,0,0.2653347524648772
3996.92,4265.64,4127.69,4346.15,4628.21,4083.59,4632.82,4206.67,4236.92,4206.67,4282.05,4617.95,0,0.6848229021311091
3994.36,4264.62,4125.64,4346.67,4627.69,4081.54,4632.31,4209.74,4241.54,4210.26,4283.59,4615.9,0,0.8561129471615487
3994.87,4263.59,4123.59,4348.21,4627.69,4075.38,4638.97,4213.85,4240.51,4213.85,4286.15,4618.46,0,0.6650429676157991
3995.9,4263.08,4125.13,4345.64,4628.72,4076.41,4640.51,4208.21,4238.46,4210.26,4282.05,4615.9,0,0.28368412621460776
3993.33,4262.05,4125.13,4344.1,4630.77,4080.0,4636.41,4201.54,4234.87,4205.13,4273.33,4609.23,0,0.11276689264791927
3996.41,4264.62,4126.15,4348.21,4629.74,4078.46,4641.54,4208.21,4236.92,4208.21,4274.36,4615.38,0,0.4560173527192449
4000.0,4265.64,4125.64,4348.21,4629.23,4077.44,4642.05,4215.9,4241.54,4210.77,4277.95,4617.95,0,0.5513627572064721
3995.38,4262.56,4124.62,4344.62,4628.72,4075.38,4628.72,4206.15,4238.97,4207.18,4277.44,4610.26,0,0.36030098638080926
3995.38,4264.1,4130.26,4348.72,4626.67,4070.26,4622.05,4192.31,4234.87,4206.67,4279.49,4611.79,0,0.6078268713936124
4007.18,4271.28,4138.46,4355.9,4628.21,4073.33,4630.26,4201.03,4237.44,4211.79,4284.62,4622.05,0,1.0659051119207463
4010.77,4275.38,4140.51,4356.92,4631.79,4081.54,4635.9,4212.82,4241.03,4214.87,4287.69,4625.64,0,1.1809197032434555
4002.05,4269.74,4135.38,4354.36,4631.28,4087.69,4633.33,4202.05,4240.0,4213.85,4285.13,4621.03,0,0.7228433123288307
3995.9,4257.95,4128.72,4348.72,4626.15,4085.13,4625.64,4188.21,4234.87,4209.74,4278.46,4616.92,0,-0.23114121921876457
3991.28,4254.36,4124.1,4341.54,4620.0,4071.79,4614.87,4193.33,4228.21,4205.13,4271.79,4610.26,0,-0.860048722180409
3989.74,4260.51,4123.59,4342.56,4621.54,4067.18,4615.38,4202.05,4229.74,4204.62,4275.9,4604.62,0,-0.6506375776050155
3993.85,4265.13,4127.69,4349.74,4628.72,4077.95,4624.62,4202.05,4231.79,4207.69,4284.62,4607.69,0,-0.19302647878135484
3998.97,4264.62,4133.33,4353.33,4628.21,4081.54,4627.69,4204.62,4231.79,4212.82,4287.69,4618.46,0,0.24594219724094915
3999.49,4264.1,4136.41,4352.82,4620.0,4071.28,4625.64,4208.72,4236.41,4213.85,4284.1,4620.51,0,0.3033551626625989
3998.97,4266.15,4135.9,4350.26,4617.95,4070.26,4629.23,4207.18,4236.41,4207.18,4281.03,4609.74,0,-0.03979460806149464
3996.41,4267.18,4138.46,4349.23,4624.1,4081.54,4634.36,4200.0,4230.26,4202.05,4282.05,4605.64,0,-0.05824652077096632
3994.87,4266.67,4137.44,4351.79,4628.72,4085.64,4629.74,4192.82,4229.74,4204.62,4281.03,4607.69,0,0.1317802773005521
3996.92,4269.74,4133.85,4354.87,4628.21,4083.59,4624.1,4195.9,4235.38,4209.74,4279.49,4610.77,0,0.22684084145617223
4001.03,4276.41,4136.41,4355.38,4629.74,4087.18,4632.31,4206.15,4237.95,4209.74,4283.08,4617.44,0,0.36086245832393665
4003.59,4278.97,4141.54,4354.87,4630.26,4088.72,4637.95,4206.67,4237.44,4206.67,4287.18,4616.92,0,0.43738313863790723
4002.05,4278.46,4142.05,4356.92,4625.64,4082.05,4630.77,4202.05,4235.9,4208.72,4285.13,4612.31,0,0.43757364872982624
3998.46,4280.51,4140.51,4357.95,4624.1,4078.97,4632.82,4210.77,4240.51,4214.87,4284.62,4613.33,0,0.3987948973895142
3997.95,4277.44,4138.46,4356.41,4627.69,4081.54,4640.0,4213.33,4243.59,4211.79,4283.59,4612.82,0,-0.0017741978637729823
3997.44,4268.21,4138.97,4356.92,4627.18,4078.97,4634.87,4206.15,4238.46,4203.08,4274.87,4606.15,0,-0.5732623762962575
3991.79,4262.56,4137.95,4357.44,4626.67,4079.49,4634.87,4211.79,4238.46,4203.59,4270.77,4602.56,0,-0.7834255029066973
3987.18,4258.97,4129.74,4355.38,4631.79,4085.13,4642.05,4216.41,4238.46,4204.62,4273.33,4605.13,0,-0.9360015714437081
3992.31,4258.46,4129.23,4354.87,4632.82,4081.03,4635.9,4210.77,4238.46,4206.15,4276.92,4610.26,0,-0.879434918296793
3998.46,4263.08,4137.44,4357.95,4627.69,4073.85,4626.15,4207.18,4241.54,4211.28,4280.51,4616.41,0,-0.4405605725142109
4000.51,4266.15,4139.49,4357.95,4625.64,4072.82,4627.69,4206.67,4242.05,4212.82,4283.59,4619.49,0,0.01751581840041389
4001.03,4270.77,4143.59,4358.46,4627.18,4069.23,4630.77,4206.67,4240.0,4214.87,4289.23,4624.62,0,0.5508892563954888
4003.59,4278.97,4151.79,4358.97,4625.64,4067.18,4629.74,4211.79,4244.62,4223.08,4298.97,4630.77,0,0.8563034572534339
4002.56,4276.92,4146.15,4350.77,4620.51,4072.31,4630.26,4208.72,4242.05,4225.13,4297.44,4626.15,0,0.4945194724480366
3994.87,4265.13,4135.38,4343.59,4617.44,4073.33,4630.26,4201.54,4229.74,4211.79,4280.0,4614.36,0,-0.2491114223971999
3992.82,4260.51,4135.9,4346.15,4616.92,4069.23,4627.18,4202.56,4228.72,4203.08,4268.72,4605.64,0,-0.668702111023139
3994.87,4261.03,4137.95,4347.18,4618.97,4068.21,4623.59,4203.08,4232.82,4204.62,4268.72,4606.15,0,-0.7642298168821985
3999.49,4266.67,4144.1,4347.69,4620.51,4070.77,4629.74,4212.82,4238.46,4210.77,4276.41,4615.38,0,-0.1733490832258197
4005.64,4280.0,4153.85,4351.79,4620.0,4073.33,4638.97,4224.62,4250.77,4219.49,4291.79,4629.23,0,1.0470803877475234
4007.69,4285.64,4153.85,4350.77,4620.0,4076.41,4633.33,4212.82,4251.28,4227.18,4298.97,4634.87,0,1.523887172595683
4003.08,4281.03,4150.26,4349.23,4618.97,4076.92,4626.67,4200.51,4240.51,4224.62,4290.77,4627.69,0,0.7421415373130706
